Company Name,Excel Company ID,Year,Total Revenue,Gross Profit,EBITDA,EBIT,Net Income,Cash And Equivalents,Total Cash and ST Investments,Net Property,Total Assets,Total Debt,Total Equity,Capital Expenditure,Dividends per share
AP Oil International Limited (SGX:5AU),IQ7657693,2014,28.8,0.627,-7.78,-7.88,75.4,31.3,31.3,3.59,55.3,0.033,46.3,0.753,0.005
APAC Resources Limited (SEHK:1104),IQ883042,2014,82.9,71.3,69.6,69.4,65.8,15.2,62.8,0.385,536.8,20.3,503.3,0.204,0
Applied Development Holdings Limited. (SEHK:519),IQ2459588,2014,5.28,0.517,-13.3,-13.5,-16.4,1.73,1.73,53.2,82,16,62.5,0,0
APT Satellite Holdings Ltd. (SEHK:1045),IQ354251,2014,99.8,71.7,0,68.6,45.3,104,292.4,677.2,1121.5,175.2,685,58,0.014
ARA Asset Management Limited (SGX:D1R),IQ22521369,2014,262.6,194.3,189.3,185.5,448.9,64.4,102.9,1.77,427.6,34.4,348.1,1.22,0.05
Ares Asia Limited (SEHK:645),IQ878200,2014,3924.6,1382,1094.7,1025.2,1160.8,11.8,11.8,0.237,37,0,28.7,0.021,0
Art Textile Technology International Co. Ltd. (SEHK:565),IQ8275151,2014,658.9,426.2,405.2,403.8,618.9,119.1,119.1,14.7,199.4,10.7,173.2,3.09,0
ArtGo Holdings Limited (SEHK:3313),IQ222990907,2014,203.3,136.7,122,119.3,144.6,206.4,207.2,10.3,286.1,32.9,206.6,2.32,0
Artini China Company Ltd. (SEHK:789),IQ44299585,2014,21.6,7.38,2.82,2.35,2.16,1.74,1.74,5.32,20.5,4.28,9.64,0.951,0
Artivision Technologies Ltd. (Catalist:5NK),IQ47371031,2014,30.2,12,1,0.37,3.66,2.93,3.18,3.05,11.4,2.75,5.98,0.493,0
Arts Optical International Holdings Ltd. (SEHK:1120),IQ4481925,2014,166.8,132.4,125.3,122.7,122.5,101.6,101.6,128.4,398,16.1,206.6,38.2,0.001
Ascendas Hospitality Trust (SGX:Q1P),IQ213743912,2014,201.1,44.6,14.7,12.2,11.1,72.4,72.4,1213.7,1365.9,489.5,795.2,0,0.055
Ascendas India Trust (SGX:CY6U),IQ35673019,2014,433.5,6.01,1.5,1.4,0.947,74.4,74.4,0.413,1062.6,234.9,608.1,0.006,0.046
Ascendas Real Estate Investment Trust (SGX:A17U),IQ8101236,2014,121.3,29.3,10.3,7.72,5.14,67.3,67.3,6923.4,7358.5,2269.8,4848.6,0.436,0.142
Ascott Residence Trust (SGX:A68U),IQ26322140,2014,130.1,101.3,92.6,85.7,111.2,192.6,192.6,3778.1,4121.9,1565,2353.2,9.8,0.082
Asia Cassava Resources Holdings Limited (SEHK:841),IQ53347719,2014,34.8,6.53,1.48,0.309,0.4,67.5,76.5,31.7,199.9,63.4,114.5,7.77,0.008
Asia Cement (China) Holdings Corp. (SEHK:743),IQ44268599,2014,43.8,38.2,31.4,24.5,31.3,496.5,499.2,2484.4,4277,1841.6,2158.5,148.4,0.032
Asia Coal Limited (SEHK:835),IQ7658681,2014,355.1,73.6,23.1,18.9,14.8,3.27,3.27,1.44,5.95,3.97,-0.32,2.32,0
Asia Commercial Holdings Ltd. (SEHK:104),IQ877104,2014,25.8,5.53,1.2,0.927,5.04,5.98,12.2,3.12,136.3,30.4,65.9,1.14,0
Asia Energy Logistics Group Limited (SEHK:351),IQ8088619,2014,229.6,16.3,16.2,13.6,12.8,2.67,2.67,375.9,392.4,257.7,94.3,1.06,0
Asia Enterprises Holding Limited (SGX:A55),IQ23630325,2014,101.5,22.4,10.4,4.58,2.5,67,68,6.19,121.1,0.69,116.2,0.493,0.003
Asia Fashion Holdings Limited (SGX:GH3),IQ47585742,2014,58.6,39.3,3.98,1.65,-4.47,0.039,0.039,0,49.8,10.5,3.41,0,0
Asia Financial Holdings Limited (SEHK:662),IQ876389,2014,100.2,15.6,15.7,6.11,10.3,277.1,556.7,57.7,1701.8,30.2,1186.8,32.1,0.014
Asia Orient Holdings Limited (SEHK:214),IQ92843,2014,59.3,6.34,5.41,-1.9,1.05,241.6,1147.8,1172,4125.9,882.2,3082.9,24.1,0.006
Asia Resources Holdings Ltd. (SEHK:899),IQ299751,2014,31.2,26.2,20.1,3.45,2,65,67.7,19.1,163.5,11.1,148.8,2.71,0
Asia Satellite Telecommunications Holdings Limited (SEHK:1135),IQ352728,2014,490.4,97.9,48.6,41.4,26.8,571.6,575.2,1146.4,1801.7,373,1214.2,175,0.097
Asia Standard Hotel Group Limited (SEHK:292),IQ8086867,2014,22601.8,36.3,14,13,65.1,18.3,229.6,498.7,833.3,291,519.7,22.9,0.003
Asia Standard International Group Ltd. (SEHK:129),IQ881377,2014,30,4.56,1.7,0.908,0.695,237,850.2,514.3,3349.9,872.7,2430.5,24.1,0.006
Asia Tele-Net & Technology Corp. Ltd. (SEHK:679),IQ4481080,2014,386.5,122.7,15,5.87,4.73,16.2,19,12.5,97.1,0,49.7,0.167,0
Asia-Pacific Strategic Investments Limited (Catalist:5RA),IQ36433856,2014,124.7,29.7,19.7,18.4,14.9,15.4,25.4,0.036,55.6,6.91,38.3,0.669,0
AsiaMedic Limited (Catalist:505),IQ7658303,2014,9.14,-5.89,-60.1,-75.1,-133.9,6.26,6.84,7.14,22.4,4.72,13.9,0.995,0
Asian Capital Holding Limited (SEHK:8295),IQ107597031,2014,179.5,101.9,94.9,90.8,50,19.5,20.9,0.578,23.4,0,22.3,0.652,0
Asian Capital Resources (Holdings) Limited (SEHK:8025),IQ7658304,2014,14.1,1.87,0.724,-1.39,0.424,3.47,3.47,0.112,86,5.41,17.6,0.04,0
Asian Citrus Holdings Limited (AIM:ACHL),IQ23107460,2014,802.9,267.3,287.2,189.1,78.8,361.8,361.8,477.4,1294.2,0.167,1273.6,76.9,0
Asian Micro Holdings Limited (Catalist:585),IQ7729515,2014,132.7,5.09,9.65,0.607,0.641,1.26,1.35,0.471,4.44,0.164,1.91,0.093,0
Asian Pay Television Trust (SGX:S7OU),IQ115591,2014,19.4,-1.56,-18,-25,-47.2,74.5,74.5,175.7,2489.2,1054.3,1275.8,69.4,0.083
AsiaPhos Limited (Catalist:5WV),IQ245218380,2014,2.11,0.674,-0.303,-0.414,-6.46,4.84,4.84,36.6,99.9,12.3,72,6.42,0
Asiaray Media Group Limited (SEHK:1993),IQ268053991,2014,82,7.38,6.06,4.22,3.35,23.2,56.3,14.3,169.5,20.5,35.7,5.02,0.011
Asiatic Group (Holdings) Limited (Catalist:5CR),IQ7603678,2014,77,0.399,3.65,-6.08,-15.5,2.75,2.95,73.1,113.3,41.9,55.7,0.23,0.001
Asiatravel.com Holdings Ltd (Catalist:5AM),IQ7646622,2014,23.3,-3.06,-17.5,-19.3,-16.2,5.5,7.16,6.39,40.3,1.67,26.7,0.409,0
ASL Marine Holdings Ltd. (SGX:A04),IQ8292719,2014,79.1,4.99,-1.73,-7.38,-9.25,73.2,73.5,542.8,1216.9,545.8,416.5,112.4,0.01
ASM Pacific Technology Ltd. (SEHK:522),IQ877037,2014,278.2,23.4,17.6,6.28,-0.845,443.1,443.1,354.2,2476.6,398.4,1401.8,57.4,0.359
Aspial Corporation Limited (SGX:A30),IQ7687514,2014,35.4,2.29,-0.872,-3.5,-11.9,83.6,197.4,24.8,1646.3,1115.4,369.7,5.2,0.018
ASR Logistics Holdings Limited (SEHK:1803),IQ145398610,2014,345,190.1,268.8,182.3,126.3,39.1,40,1.57,73.3,5.78,10.2,1.1,0.001
Associated International Hotels Ltd. (SEHK:105),IQ878462,2014,0,0,-6.52,-6.61,-24.1,34.1,34.1,2185,2262.8,32.4,2180.4,0.491,0.187
ASTI Holdings Limited (SGX:575),IQ2218359,2014,580.7,190.9,147.4,110.3,102.1,52.7,54.2,37.4,185.1,31.3,117.2,4.37,0
Atlantic Navigation Holdings (Singapore) Limited (Catalist:5UL),IQ105732182,2014,12.1,-127,-140.2,-145,-13.1,8.02,8.27,132.5,161.4,39.3,110.6,40.9,0.008
Attilan Group Limited (SGX:5ET),IQ7652861,2014,444.9,24.8,34.2,13.3,3.11,3.13,3.3,0.947,53.8,27.7,7.57,0.137,0
Aupu Group Holding Company Limited (SEHK:477),IQ30397468,2014,176.4,33.4,6.85,4.22,2.26,8.9,51,46.9,212.3,23.6,116.9,8.8,0.027
Auric Pacific Group Limited (SGX:A23),IQ7687519,2014,443.7,121.2,85.7,69.8,47,46.3,46.3,40.9,319.7,9.81,208.8,18.1,0.02
Aurum Pacific (China) Group Limited (SEHK:8148),IQ9638331,2014,170.5,-77.1,-79.7,-94.1,-92.7,3.61,3.76,0.319,28.8,0,21.9,0.275,0
AusGroup Limited (SGX:5GJ),IQ22110973,2014,140.2,16.8,9.48,5.76,2.97,48,58.9,71.6,352.3,23.1,228.7,5.43,0
AusNet Services (ASX:AST),IQ24915054,2014,266.3,80,50.8,49,28.8,478.1,478.1,9013.2,12381.1,7437.8,4018.7,1079.4,0.098
Ausnutria Dairy Corporation Ltd. (SEHK:1717),IQ67071349,2014,10.6,1.46,-5.65,-6.57,-3.5,59.4,158.8,103.2,519.8,121.6,259.5,44.1,0
Austar Lifesciences Limited (SEHK:6118),IQ275034339,2014,10.9,2.41,-2.28,-2.41,1.46,81.7,81.7,8.23,185.7,7.48,117.3,2.51,0.009
Auto Italia Holdings Limited (SEHK:720),IQ5824743,2014,1105.7,332.5,273.9,270,280.7,46.1,46.1,16.7,130.5,15.9,61.3,5.07,0
Automated Systems Holdings Limited (SEHK:771),IQ4509288,2014,472.9,39.5,-13.5,-14.1,2.06,22.3,23.3,47.6,196.9,7.18,113.2,1.87,0.004
AUX International Holdings Limited (SEHK:2080),IQ252100579,2014,70.4,17.3,7.76,7.21,5.87,22.1,26.9,2.47,32.2,0,26.7,0.284,0
AV Concept Holdings Limited (SEHK:595),IQ882171,2014,117.8,8.55,8.83,4.18,3.39,14.2,61.4,8.6,216.6,83,108.5,0.935,0
Avi-Tech Electronics Limited (SGX:CT1),IQ34703400,2014,252.6,36.8,16.8,15,22.5,21.1,26.2,12.5,46.7,2.27,38.9,0.399,0
AVIC International Holding (HK) Limited (SEHK:232),IQ2481329,2014,,,,,,186.8,250.6,7.06,1483,523.9,574.3,0.499,0
AVIC International Holdings Limited (SEHK:161),IQ5686171,2014,,,,,,1031.4,1067.9,4071.5,12340.5,4501,3928,543.9,0.021
AVIC International Maritime Holdings Limited (SGX:O2I),IQ139748723,2014,202.3,95.6,48.7,42.6,20.1,44.6,45.7,1.73,174.9,80.2,51.8,0.722,0
AVIC Joy Holdings (HK) Limited (SEHK:260),IQ877334,2014,3763.9,1632.4,890.6,694.3,769.6,110.8,111.6,58.5,657.5,246.2,247.9,10,0
AviChina Industry & Technology Company Limited (SHSC:2357),IQ9673988,2014,78,22.1,3.94,2.71,2.35,1238.5,1850,2230.3,11688.7,1584.5,4977.2,373.9,0.004
AVJennings Limited (ASX:AVJ),IQ4508903,2014,433.7,63.8,51.2,44.6,35.1,5.64,5.73,0.755,554.1,100.6,371.3,0.089,0.024
Azeus Systems Holdings Ltd. (SGX:BBW),IQ12096876,2014,15.9,3.68,1.13,-0.558,-0.668,15,15,0.115,23.4,0,19.6,0.037,0.101
Aztech Group Ltd. (SGX:AVZ),IQ878950,2014,30.2,1.79,-51.5,-52.5,-46.1,20.5,26.1,70,219.9,69.5,86.4,8.99,0.075
Baguio Green Group Limited (SEHK:1397),IQ263488507,2014,44,33.2,24.7,20.6,16.2,10.5,10.9,29.3,88.4,33.5,32.1,4.23,0.002
BAIC Motor Corporation Limited (SEHK:1958),IQ217267370,2014,118.9,72.8,30.2,22.4,24.7,4682.9,4682.9,7309.1,23466,6390.6,8964.6,1934.1,0.064
BAIOO Family Interactive Limited (SEHK:2100),IQ260499178,2014,58.7,31.2,6.43,3.77,4.26,55.4,346.8,2.34,359.7,0,322.5,1.02,0
Baker Technology Limited (SGX:568),IQ7658309,2014,353.3,28.7,15.4,5.35,3.18,168.7,169.1,9.31,236,0,216.9,5.55,0.01
Bamboos Health Care Holdings Limited (SEHK:8216),IQ266845594,2014,4051.3,1142.7,797.8,444.1,283.5,3.07,3.1,0.075,6.26,1.34,1.02,0.004,0
Ban Leong Technologies Limited (SGX:B26),IQ22498608,2014,35.3,19.4,-3.61,-4.79,-6.69,11.7,12,0.678,55.1,12.8,24.1,0.271,0.01
Bank of China Limited (SEHK:3988),IQ4803422,2014,49.1,34.9,10.4,9.01,30.5,148539.9,307529.5,36781.6,3257726.7,548302.4,252782.7,7499.1,0.041
"Bank of Chongqing Co., Ltd. (SEHK:1963)",IQ22729339,2014,415.1,88.4,29.4,25.2,18.4,2510.9,14088.4,511.9,58640.4,9626.7,3396.9,100.8,0.058
"Bank of Communications Co., Ltd. (SEHK:3328)",IQ5870494,2014,4260.7,382.4,278.1,124.6,20.9,66991.2,166771.1,14902.4,1338921.6,112712,101163,5523.5,0.058
Banyan Tree Holdings Limited (SGX:B58),IQ20727071,2014,157.6,30.2,10.6,8.02,5.54,106.4,174.8,645.9,1495,518.6,724.3,19.7,0.001
Baofeng Modern International Holdings Company Limited (SEHK:1121),IQ118157690,2014,21.9,-4.24,-5.86,-8.49,-12.9,245.4,245.5,20.3,293.2,37.4,233.1,0.845,0
Baoxin Auto Group Limited (SEHK:1293),IQ143651710,2014,830.3,256.2,66.6,55.3,28.3,499.4,499.4,809.2,4224.3,1735.4,1099.8,201.9,0.009
Baoye Group Company Limited (SEHK:2355),IQ7942294,2014,7.24,0.537,-0.64,-1.53,-3.09,490.9,530.8,263.7,3709.8,267.9,1300.9,37.1,0.021
Bauhaus International (Holdings) Limited (SEHK:483),IQ22226144,2014,145,37.5,-35.9,-36.8,-27.2,42.2,44,23.6,138.3,0,112.2,9.24,0.025
BaWang International (Group) Holding Limited (SEHK:1338),IQ60295581,2014,66.1,36.5,0,34.6,50.6,3.62,7.89,48.1,81.8,9.41,32.7,1.53,0
BBI Life Sciences Corporation (SEHK:1035),IQ265909236,2014,487.1,33.8,34.7,7.34,2.98,41.8,41.8,24.9,127.9,0,105.6,3.47,0.001
BBMG Corporation (SEHK:2009),IQ26722272,2014,433.8,124.5,53.5,49.8,35.4,2345.4,2345.4,4030,24710.5,8591.9,7742.5,372.9,0.011
BBR Holdings (S) Ltd (SGX:KJ5),IQ4484581,2014,15194.5,330.8,196.7,156.8,112.4,38,38,25.2,316.7,36.2,136.9,3.08,0.008
Beautiful China Holdings Company Limited (SEHK:706),IQ2491677,2014,14583.4,4359.8,962.4,693.8,674.4,37.1,38.9,0.665,77.4,0.243,75.5,0.269,0
Beijing Beida Jade Bird Universal Sci-Tech Company Limited (SEHK:8095),IQ8275233,2014,61,14.1,8.81,5.17,1.99,78.1,78.7,20.9,396.4,44.6,299,7.55,0
Beijing Capital International Airport Company Limited (SEHK:694),IQ5540849,2014,31.9,8.58,-0.391,-0.867,0.061,466.6,466.6,5831.1,6816.3,2608.6,3674.5,117.1,0.028
Beijing Capital Juda Limited (SEHK:1329),IQ182614107,2014,29.5,21.4,3.96,-0.217,0.811,31.1,31.1,0.007,71.6,2.58,22.6,0.031,0
Beijing Capital Land Ltd. (SEHK:2868),IQ6658225,2014,,,,,,2968.4,3003.2,93.9,16806.1,7287,4574,159.9,0.053
"Beijing Chunlizhengda Medical Instruments Co., Ltd. (SEHK:1858)",IQ142427555,2014,,,,,,0.078,13.6,8.65,51.2,0,44,2.51,0.019
Beijing Development Hong Kong Ltd. (SEHK:154),IQ4497434,2014,9174,9174,0,0,4046,289.1,291.9,39,545.5,133.2,352.1,2.94,0
"Beijing Digital Telecom Co., Ltd. (SEHK:6188)",IQ28385605,2014,32,7.06,-15.4,-16.1,24.5,71.6,93.2,32.9,1163.6,406.6,517.2,15.9,0
Beijing Enterprises Clean Energy Group Limited (SEHK:1250),IQ241954700,2014,157,41.2,9.06,3.51,1.71,21.7,21.7,12.1,67.9,5.13,43.4,1.41,0
Beijing Enterprises Holdings Ltd. (SEHK:392),IQ882569,2014,1426.6,136,-89.8,-147.2,-157.3,1914.8,1914.8,6717.6,21195.4,6357.9,11626,429.6,0.154
Beijing Enterprises Medical and Health Industry Group Limited (SEHK:2389),IQ10290743,2014,2034.3,141,162.1,64.4,21.5,186.8,186.8,0.211,505.9,0,330.2,0.127,0
Beijing Enterprises Water Group Limited (SEHK:371),IQ8288319,2014,177.8,39.6,28.3,23.8,20.6,1040.6,1040.6,212.4,8822.5,4013.2,3261.2,108.4,0.013
Beijing Jingcheng Machinery Electric Company Limited (SEHK:187),IQ5722656,2014,2.28,0.669,-3.35,-3.56,-3.16,35,35,222.1,535.7,86.7,308.6,31.9,0
Beijing Jingkelong Co. Ltd. (SEHK:814),IQ5555726,2014,290.9,104.9,23.9,17.4,8.84,114.7,143.5,272.6,1546.8,659,447.5,33.2,0.021
"Beijing Jingneng Clean Energy Co., Limited (SEHK:579)",IQ133696087,2014,224.5,55,21.4,17.7,30.9,898.6,977.8,6290.2,10270.5,6150.2,2764.4,1217,0.009
Beijing Media Corporation Limited (SEHK:1000),IQ13192048,2014,219.2,63.5,31.4,29.6,65,78.2,80.6,2.72,340.8,4.17,280,2.5,0.021
Beijing North Star Company Limited (SEHK:588),IQ5544877,2014,318.6,71.9,48.6,33.9,24.8,920.6,920.6,681.5,8049.3,3551.6,2365.3,41.4,0.013
Beijing Properties Holdings Limited (SEHK:925),IQ883423,2014,88.4,8.18,5.64,3.84,3.01,53.7,53.7,151.6,1632.5,460.5,736.7,0.122,0
Beijing Tong Ren Tang Chinese Medicine Company Limited (SEHK:8138),IQ30429264,2014,28.9,28.9,5.18,4.33,36.1,96.2,179.2,44.5,278.9,0,262.6,12.2,0.017
"Beijing Urban Construction Design & Development Group Co., Limited (SEHK:1599)",IQ266730104,2014,26.6,13.6,4.65,3.71,23,415.4,609.8,58.8,1433.6,0,560.2,11,0.016
BeijingWest Industries International Limited (SEHK:2339),IQ9682092,2014,40.9,11,3.52,0.659,0.429,61.1,67.7,56.6,269.1,9.48,38.8,14.8,0
Belle International Holdings Limited (SEHK:1880),IQ34072018,2014,73,15.7,5.96,2.85,-6.74,582.5,2004.9,761.1,6679.2,486.6,5430,312.4,0.035
Beng Kuang Marine Limited (SGX:BEZ),IQ12073904,2014,2.68,1.59,-2.9,-3.24,-1.98,6.5,6.87,106.9,173.9,64.1,78.6,6.65,0
BEP International Holdings Ltd. (SEHK:2326),IQ8069466,2014,685,59.3,74.1,16.3,4.64,11.6,11.6,0.263,54.4,8.45,24.7,0.032,0
Best Pacific International Holdings Limited (SEHK:2111),IQ262969080,2014,6.19,2.75,-2.43,-2.56,-2.86,16.2,127.2,188.9,480.6,119.2,276.2,31.5,0.015
Best World International Limited (SGX:5ER),IQ10958363,2014,144.5,38.9,8.88,6.07,13.5,41,41.2,7.55,84.1,6.05,55.5,1.17,0.008
Bestway International Holdings Limited (SEHK:718),IQ881324,2014,356,62.5,87.8,44.7,34.3,3.98,3.98,119.6,124,0,96.8,0.003,0
Besunyen Holdings Company Limited (SEHK:926),IQ113274181,2014,48.8,6.11,-0.854,-1.23,0.825,102,102,75.2,290,0,252.7,9.94,0.006
BH Global Corporation Limited (SGX:B32),IQ23779871,2014,174,44.8,6.14,2.33,13.2,5.04,5.04,19.1,113.1,13.9,71.2,1.66,0
Billion Industrial Holdings Limited (SEHK:2299),IQ131354606,2014,119.2,22.8,-9.57,-15,210.9,188.4,255.8,1106,2097.1,658.4,1119.1,39.5,0.01
Bingo Group Holdings Limited (SEHK:8220),IQ7655944,2014,108.3,15.8,6.14,1.54,12.9,17.2,17.9,7.54,38.7,2.66,22.4,0.418,0
Binhai Investment Company Limited (SEHK:2886),IQ6494131,2014,172.4,16.9,-3.63,-5,-2.9,79.1,79.1,441.4,681.4,311.6,185.1,66.1,0
"Biosensors International Group, Ltd. (SGX:B20)",IQ22277393,2014,14.9,5.88,-1.14,-2.79,-3.08,644,645.1,81.4,2068.9,364.4,1576.7,29.3,0
Biosino Bio-Technology and Science Incorporation (SEHK:8247),IQ26051622,2014,55.4,15.1,8.12,6.27,2.64,11.7,24.4,18.8,81.5,0.214,67,3.9,0.021
Biostime International Holdings Limited (China) (SEHK:1112),IQ116397802,2014,366.3,184.3,35.5,25.6,15,715,715.2,102.1,1416.4,514.9,623.1,28.8,0.114
BlackGold Natural Resources Limited (Catalist:41H),IQ233620956,2014,57.8,5.66,1.47,-7.56,-10.1,,,,,,,,
Bloomage BioTechnology Corporation Limited (SEHK:963),IQ49039924,2014,33.2,-2.3,-6.44,-10.1,-11.1,40.1,57.2,80.3,206.2,11.5,160.7,25.3,0.004
Blue Sky Power Holdings Limited (SGX:UQ7),IQ33449047,2014,39.8,8.83,-1.97,-3.8,17,3.18,3.18,39.1,211.5,18.7,157.2,4.72,0
Blumont Group Ltd. (SGX:A33),IQ873733,2014,965.7,58.7,6.83,5.5,9.38,3.96,12,2.64,45,28.3,8.7,0.345,0
BMO ETF - BMO Asia High Dividend ETF (SEHK:3145),IQ275150025,2014,512,259.6,373.3,237.8,296.3,,,,,,,,
BMO ETF - BMO Asia USD Investment Grade Bond ETF (SEHK:3141),IQ275150023,2014,1858.7,283.4,172.4,96.1,56.5,,,,,,,,
BMO ETF - BMO Hong Kong Banks ETF (SEHK:3143),IQ275150024,2014,377.5,148.1,-4.08,-13.3,-22.1,,,,,,,,
Boardroom Limited (SGX:B10),IQ2568560,2014,79.5,19.1,9.51,4.61,-11.6,14.2,16.2,2.28,105.9,13,69.8,0.934,0.02
BOC Hong Kong Holdings Ltd. (SEHK:2388),IQ7687687,2014,441.4,147.2,140.8,124.5,76.5,51169.3,77648.6,9431.7,374037.7,8946,31003.2,175.1,0.191
Boer Power Holdings Limited (SEHK:1685),IQ113971527,2014,36.7,11.7,2.41,1.07,1.27,274.9,334.5,45.5,875.2,89.9,468.4,4.3,0.032
"Bolina Holding Co., Ltd. (SEHK:1190)",IQ212603284,2014,121.7,98.2,0,96.3,71.3,207,207,44.6,336.4,78.5,213.8,3.29,0.015
Bonjour Holdings Ltd. (SEHK:653),IQ8188399,2014,315.5,84.4,50.2,37.1,35.5,32.4,32.4,128.1,264.6,74.1,98.6,97.5,0.007
Bonvests Holdings Limited (SGX:B28),IQ878667,2014,131.6,25.6,12.9,10.9,-22.6,23.3,27.3,398.4,1016.6,122.6,819.2,24.8,0.016
Bosera ETFs - Bosera FTSE China A50 Index ETF (SEHK:82832),IQ251783402,2014,98.5,13.2,8.89,8.72,7.22,,,,,,,,
Bosideng International Holdings Limited (SEHK:3998),IQ6462589,2014,93.3,82.7,0,81.2,90.6,428.7,1022.2,200.7,2582.3,659.7,1493.2,48.6,0.009
Bossini International Holdings Limited (SEHK:592),IQ877596,2014,815.4,428.4,394.3,356.4,229.7,72.8,72.8,15.5,185.7,0,129,8.52,0.009
Boustead Projects Limited (SGX:AVM),IQ23726686,2014,123.8,32.4,0,24.9,5.37,54.6,59.2,0.752,441.8,72.9,230.7,0.281,0.025
Boustead Singapore Limited (SGX:F9D),IQ4030640,2014,153.2,57.1,29.2,27.8,21.7,219.3,237.2,17,685.1,53.5,361.7,2.84,0.05
Boyaa Interactive International Limited (SEHK:434),IQ249151103,2014,143.2,26.8,16.1,8.44,6.64,219.9,299.5,3.24,366,0,316.5,8.65,0.026
Bracell Limited (SEHK:1768),IQ208599318,2014,330.5,152.4,28.4,22.6,-17.5,133.7,133.7,1487.5,2091.1,498.9,1438.2,224.4,0.004
Branding China Group Limited (SEHK:863),IQ200564945,2014,26.1,-1.9,-2.29,-3.98,-3.64,23.4,23.7,0.399,109.6,4.27,84.5,0.211,0
BRC Asia Limited (SGX:BEC),IQ7657712,2014,282.9,186.1,0,180,671.6,22.6,23.3,67.3,284,67.3,166.8,8.57,0.065
BreadTalk Group Limited (SGX:5DA),IQ7729564,2014,519.5,166,135.7,134.1,156.4,95.5,129.4,220.7,516.1,198.5,115.7,47.5,0.015
Bright Smart Securities & Commodities Group Limited (SEHK:1428),IQ111620171,2014,2421.1,823.3,308.8,239,147.1,60.1,60.1,4.93,748.4,450.3,162.9,3.32,0.007
Brightoil Petroleum Holdings Limited (SEHK:933),IQ881642,2014,2734.9,1030.2,648.6,639.9,500.7,259.1,294.8,1408.3,3936.6,1178.1,1214.5,99.3,0
Brilliance China Automotive Holdings Ltd. (SEHK:1114),IQ380156,2014,173.8,114.5,109.4,109.4,165.1,251.7,283,418.7,4957,412.6,3407.8,157.5,0.019
Brilliance Worldwide Holdings Limited (SEHK:8312),IQ115975489,2014,118.8,90.6,76.7,76.7,87.2,0.426,2.26,0.186,4.68,0.722,3.86,0.009,0
Brilliant Circle Holdings International Limited (SEHK:1008),IQ54111427,2014,,,,,,64.7,65.2,117.6,765.9,142.8,517.2,24.5,0
British and Malayan Trustees Limited (SGX:B08),IQ881646,2014,472.7,66,33.7,12.3,11.4,0.295,16.8,3.59,21.1,0,20.1,0.026,0.042
Broad Greenstate International Company Limited (SEHK:1253),IQ266763613,2014,254.4,31.1,28,10,9.95,30.7,36.3,2.21,175.2,34.2,71.1,1.05,0.002
Broadway Industrial Group Limited (SGX:B69),IQ7687694,2014,6.86,3.03,0.213,-0.517,-0.915,35.8,38.9,197.4,563.8,139.2,238.3,22.1,0
Brockman Mining Limited (SEHK:159),IQ7657338,2014,232.9,12.3,14.4,-5,-13.6,36,36,574.2,616.4,0,447.1,0.483,0
Build King Holdings Ltd. (SEHK:240),IQ34898646,2014,138.6,10.8,7.73,-0.566,2.17,70.2,74.6,18.9,356.5,17.9,59.3,12.4,0.002
Bukit Sembawang Estates Limited (SGX:B61),IQ4481254,2014,64.9,61.2,0,0,8.18,204.9,205.2,0.204,1333.8,0,1232,0.015,0.04
Bumitama Agri Ltd. (SGX:P8Z),IQ182998481,2014,2328.3,378,187.9,65.2,7.52,33.3,33.3,1110.7,1476.5,457.8,760.4,187.5,0.028
Bund Center Investment Ltd (SGX:MQ4),IQ100600513,2014,96.3,28.7,17,15.3,11.6,60.2,62.8,460,537.7,52.2,438.5,0.538,0.032
Burwill Holdings Ltd. (SEHK:24),IQ4480995,2014,0.217,0.081,-14,-14.5,-16.3,22,49.2,37,550.7,108.3,253.3,0.136,0
BYD Company Ltd. (SEHK:1211),IQ5575412,2014,23.9,11.1,5.36,4.96,4.51,843.8,1362.6,7770.7,20080.5,6440.5,6171.9,456.4,0
BYD Electronic International Company Ltd (SEHK:285),IQ39406065,2014,2862.5,993.7,1391.1,972.4,635.2,371.7,456.8,1003.3,3595.9,0,2064.5,418.7,0
C C Land Holdings Limited (SEHK:1224),IQ4493070,2014,70.4,-3.21,-5.62,-14.3,-16.7,1073.1,1335,31.5,8494.6,2159.8,2826.4,7.53,0.009
C Cheng Holdings Limited (SEHK:1486),IQ252332180,2014,31.4,6.39,0.71,-6.24,-5.92,9.49,9.6,3.97,58,0.175,22.2,2.81,0
C Y Foundation Group Limited (SEHK:1182),IQ6883773,2014,177.7,42.1,13.8,11.5,6.76,12.8,12.8,12.5,47.1,8.45,30.6,7.63,0
C&G Environmental Protection Holdings Limited (SGX:D79),IQ22036365,2014,30.9,33,29.1,28.6,24.3,0.255,0.366,0.424,494.2,18.4,356,59.4,0
C.BANNER INTERNATIONAL Holdings Limited (SEHK:1028),IQ8180155,2014,787.8,644.1,491.1,480.4,862.1,74.8,105.7,41.2,491.7,66.8,330.8,10.1,0
C.P. Pokphand Co. Ltd. (SEHK:43),IQ7177239,2014,45.8,15.8,12.5,11.4,7.7,380.4,638.8,1419.1,4178.3,1499.2,1836.7,417.7,0.007
CAA Resources Limited (SEHK:2112),IQ241504144,2014,61.5,53.9,34.7,29.8,21.2,13.8,13.8,36.2,180.3,32.4,126,3.24,0
